,km_driven,selling_price,Age,Luxury_Segment,Fuel_Used_Gas,Fuel_Used_Petrol,Ownership_2nd Owner,Ownership_3rd Owner,Ownership_4th Owner,Transimission_Type_Manual
568,55011,365399,8,0,0,0,0,0,0,1
569,39381,390799,8,0,0,0,0,0,0,1
570,22733,451899,5,0,0,1,0,0,0,1
571,45784,393399,8,0,0,0,0,0,0,1
572,56690,439099,7,0,0,0,0,0,0,1
573,73018,451799,7,0,0,0,0,0,0,1
574,23364,521299,5,0,0,1,0,0,0,0
575,54106,408499,7,0,0,1,0,0,0,1
576,47397,418499,7,0,0,0,0,0,0,1
577,97705,488699,5,0,0,0,0,0,0,1
578,7760,556499,1,0,0,1,0,0,0,0
579,97684,486599,5,0,0,0,0,0,0,1
580,12855,622699,5,0,0,1,0,0,0,0
581,52027,371599,3,0,0,1,0,0,0,1
582,43335,345199,4,0,0,1,0,0,0,1
583,47808,350499,5,0,0,1,0,0,0,1
584,40758,324499,5,0,0,1,0,0,0,1
585,15202,522899,5,0,0,1,0,0,0,1
586,53340,410099,7,0,0,0,0,0,0,1
587,25744,470199,8,0,0,0,0,0,0,1
588,30766,440299,7,0,0,0,0,0,0,1
589,28151,499699,6,0,0,1,0,0,0,1
590,92528,384599,7,0,0,0,0,0,0,1
591,18462,437999,8,0,0,1,0,0,0,1
592,21925,406099,7,0,0,1,0,0,0,1
593,33608,371999,3,0,0,1,0,0,0,1
594,19360,487899,6,0,0,1,0,0,0,1
595,76915,439299,8,0,0,0,0,0,0,1
596,83576,446799,7,0,0,0,0,0,0,1
597,44374,489199,7,0,0,1,0,0,0,0
598,50020,458599,7,0,0,0,0,0,0,1
599,31263,412499,8,0,0,1,1,0,0,1
600,25981,458999,7,0,0,1,1,0,0,0
601,112079,395699,7,0,0,0,0,0,0,1
602,86812,436699,7,0,0,0,0,0,0,1
603,106422,426699,6,0,0,0,0,0,0,1
604,84962,413099,7,0,0,0,0,0,0,1
605,38522,323499,4,0,0,1,0,0,0,1
606,92507,427299,7,0,0,0,0,0,0,1
607,29335,414999,8,0,0,1,1,0,0,1
608,36637,326899,4,0,0,1,0,0,0,1
609,27418,344699,5,0,0,1,0,0,0,1
610,92143,393499,8,0,0,0,0,0,0,1
611,38083,398199,3,0,0,1,0,0,0,1
612,104680,408499,7,0,0,0,0,0,0,1
613,123138,372899,7,0,0,0,0,0,0,1
614,102988,397399,8,0,0,0,0,0,0,1
615,104600,417699,7,0,0,0,0,0,0,1
616,27217,349599,5,0,0,1,0,0,0,1
617,22607,311099,5,0,0,1,1,0,0,1
618,35008,319499,4,0,0,1,0,0,0,1
619,3365,989199,1,0,0,1,0,0,0,0
620,28638,298199,8,0,0,1,0,0,0,1
621,18967,1023199,3,0,0,1,0,0,0,0
622,3156,769099,1,0,0,1,0,0,0,0
623,11819,522199,3,0,0,1,0,0,0,1
624,38633,603499,6,0,0,1,0,0,0,1
625,31859,872299,5,0,0,1,1,0,0,0
626,9755,614799,6,0,0,1,0,0,0,1
627,57210,371199,12,0,0,1,1,0,0,1
628,35242,1198599,4,0,0,0,0,0,0,1
629,17302,729099,3,0,0,1,0,0,0,1
630,71705,923999,5,0,0,0,0,0,0,1
631,38468,522999,7,0,0,1,0,0,0,1
632,4834,950599,3,0,0,1,0,0,0,0
633,33425,742799,3,0,0,1,0,0,0,1
634,51781,493499,8,0,0,1,0,0,0,1
635,31258,591599,8,0,0,1,0,0,0,1
636,59213,472599,9,0,0,1,1,0,0,1
637,13134,1450899,3,0,0,1,0,0,0,0
638,11086,535899,5,0,0,1,1,0,0,1
639,14417,1195899,2,0,0,1,0,0,0,1
640,39971,537599,10,0,0,1,1,0,0,1
641,8102,922299,2,0,0,1,1,0,0,1
642,41599,348799,6,0,0,1,0,0,0,1
643,6005,826499,1,0,0,1,0,0,0,0
644,33689,449699,7,0,0,1,0,0,0,1
645,36689,675099,5,0,0,1,0,0,0,1
646,14290,455199,5,0,0,1,0,0,0,0
647,27780,562999,4,0,0,1,1,0,0,1
648,50515,241199,7,0,0,1,1,0,0,0
649,92484,274199,6,0,0,1,1,0,0,1
650,55334,275999,10,0,0,1,1,0,0,1
651,4257,1989199,1,0,0,1,0,0,0,1
652,57997,619499,8,0,0,1,0,0,0,1
653,38954,459999,6,0,0,1,1,0,0,1
654,36398,597099,3,0,0,1,0,0,0,1
655,56391,434599,10,0,0,1,1,0,0,1
656,55090,611999,5,0,0,1,0,0,0,1
657,20246,640899,3,0,0,1,0,0,0,1
658,14065,1065599,2,0,0,1,0,0,0,1
659,49885,299399,10,0,0,1,0,0,0,1
660,29114,863799,5,0,0,1,1,0,0,1
661,40368,772899,6,0,0,1,0,0,0,1
662,57767,1134199,5,0,0,0,1,0,0,1
663,42422,482599,4,0,0,1,0,0,0,1
664,40792,1075199,3,0,0,1,0,0,0,1
665,71077,851899,5,0,0,1,1,0,0,1
666,48138,635699,6,0,0,1,1,0,0,0
667,49527,599799,6,0,0,1,1,0,0,1
668,36498,823899,4,0,0,1,0,0,0,1
669,17854,1253599,2,0,0,1,0,0,0,0
670,44911,454799,5,0,0,1,0,0,0,0
671,2466,571499,4,0,0,1,0,0,0,0
672,54944,375899,10,0,0,1,0,0,0,1
673,46687,701199,6,0,0,1,1,0,0,1
674,62549,510599,7,0,0,1,0,1,0,1
675,18681,609199,3,0,0,1,1,0,0,1
676,40600,855399,5,0,0,1,1,0,0,1
677,27423,322899,12,0,0,1,0,0,0,1
678,43234,625599,6,0,0,1,0,0,0,1
679,59278,697999,5,0,0,1,1,0,0,1
680,38596,482499,8,0,0,1,1,0,0,1
681,22316,1689399,5,1,0,1,0,0,0,0
682,11005,536399,3,0,0,1,0,0,0,1
683,38180,481299,8,0,0,1,0,0,0,1
684,66941,629499,4,0,0,1,0,0,0,1
685,60090,748499,5,0,0,1,0,0,0,0
686,36475,493499,8,0,0,1,0,0,0,1
687,27858,596999,5,0,0,1,0,0,0,1
688,95138,435899,7,0,0,1,0,0,0,1
689,28310,917199,5,0,0,1,1,0,0,1
690,20067,522999,7,0,0,1,0,0,0,1
691,48877,493499,8,0,0,1,0,0,0,1
692,47677,653299,4,0,0,1,0,0,0,1
693,46011,625599,6,0,0,1,0,0,0,1
694,79432,379699,3,0,0,1,0,0,0,1
695,26225,1917599,3,1,0,0,0,0,0,1
696,18241,381299,5,0,0,1,1,0,0,1
697,5306,490799,2,0,0,1,0,0,0,1
698,40710,516099,7,0,0,1,0,0,0,1
699,30076,1917599,3,1,0,0,0,0,0,1
700,32442,348099,5,0,0,1,0,0,0,1
701,37215,360599,6,0,0,1,0,0,0,1
702,77365,451499,7,0,0,1,0,0,0,1
703,44059,362899,8,0,0,1,0,1,0,1
704,62360,674999,5,0,0,1,1,0,0,0
705,39493,520999,6,0,0,1,0,0,0,1
706,66021,345099,8,0,0,1,0,0,0,1
707,14769,432599,4,0,0,1,0,0,0,1
708,31304,422699,2,0,0,1,0,0,0,1
709,21885,384899,4,0,0,1,0,0,0,0
710,14345,491899,3,0,0,1,0,0,0,0
711,73271,402699,8,0,0,1,0,0,0,1
712,34184,434599,4,0,0,1,1,0,0,0
713,31842,413799,4,0,0,1,0,0,0,1
714,26962,408299,4,0,0,1,0,0,0,0
715,21562,473599,4,0,0,1,0,0,0,0
716,11427,373299,10,0,0,1,0,0,0,0
717,4696,664699,3,0,0,1,0,0,0,1
718,17573,410299,10,0,0,1,0,0,0,1
719,4031,1210099,1,0,0,1,0,0,0,1
720,23734,1472699,2,0,0,0,0,0,0,0
721,33238,516099,5,0,0,1,0,0,0,1
722,31909,352499,6,0,0,1,0,0,0,1
723,26677,568399,3,0,0,1,1,0,0,1
724,46373,400399,7,0,0,1,0,0,0,1
725,31383,411399,7,0,0,1,0,0,0,1
726,14165,772099,4,0,0,1,0,0,0,1
727,51360,1190899,5,0,0,0,1,0,0,1
728,25932,509999,6,0,0,1,1,0,0,1
729,26288,859999,3,0,0,1,0,0,0,1
730,5132,845599,2,0,0,1,0,0,0,0
731,13146,1706299,3,1,0,0,0,0,0,1
732,83096,298099,13,0,0,1,0,0,0,1
733,34657,812699,6,0,0,0,0,0,0,1
734,28792,279299,9,0,0,1,0,1,0,1
735,60141,387099,7,0,0,1,0,0,0,1
736,17684,675699,6,0,0,1,1,0,0,1
737,38331,1920399,2,0,0,0,0,0,0,0
738,47650,411399,7,0,0,1,0,0,0,1
739,20587,519699,3,0,0,1,0,0,0,0
740,46643,531899,8,0,0,1,0,0,0,1
741,51334,291999,6,0,0,1,0,0,0,1
742,60268,360799,10,0,0,1,1,0,0,1
743,36433,666399,8,0,0,1,1,0,0,0
744,140025,1097099,7,0,0,0,0,0,0,1
745,132162,784799,6,0,0,0,0,0,0,1
746,13101,1043299,2,0,0,1,1,0,0,1
747,44146,562499,3,0,0,1,0,0,0,1
748,43379,617199,3,0,0,1,1,0,0,1
749,24938,484199,6,0,0,1,0,0,0,1
750,11427,864399,1,0,0,1,0,0,0,1
751,21646,553499,3,0,0,1,1,0,0,1
752,42712,574499,5,0,0,1,0,0,0,1
753,90738,505199,9,0,0,1,0,0,0,1
754,42231,635499,7,0,0,1,1,0,0,1
755,48329,670999,6,0,0,1,0,0,0,1
756,14858,602499,3,0,0,1,0,1,0,1
757,66655,319799,7,0,0,1,1,0,0,1
758,28854,820999,5,0,0,1,1,0,0,1
759,7396,1073899,1,0,0,1,0,0,0,0
760,41263,403599,9,0,0,1,0,0,0,1
761,70056,599799,6,0,0,1,0,0,0,1
762,37548,546599,7,0,0,0,0,0,0,1
763,62255,282999,8,0,0,1,0,0,0,1
764,53541,775499,5,0,0,1,0,1,0,1
765,25403,501599,6,0,0,1,1,0,0,1
766,24977,552499,6,0,0,1,0,0,0,1
767,14212,710199,4,0,0,1,0,0,0,1
768,68727,528299,3,0,0,1,0,0,0,1
769,34293,340199,6,0,0,1,1,0,0,1
770,42107,502699,7,0,0,1,0,0,0,1
771,34437,330099,8,0,0,1,1,0,0,1
772,24651,456399,3,0,0,1,0,0,0,1
773,20303,444199,6,0,0,1,1,0,0,1
774,28306,710199,4,0,0,1,0,0,0,1
775,37487,521399,8,0,0,1,0,0,0,1
776,103073,556799,7,0,0,1,0,0,0,1
777,44931,354199,8,0,0,1,0,0,0,1
778,41567,524499,6,0,0,1,0,0,0,1
779,1660,491499,1,0,0,1,0,0,0,1
780,24742,429999,4,0,0,1,0,0,0,1
781,60056,493499,8,0,0,1,0,0,0,1
782,16009,470899,3,0,0,1,1,0,0,1
783,72128,493299,6,0,0,1,1,0,0,1
784,8304,488599,2,0,0,1,0,0,0,1
785,21740,1623199,2,1,0,1,0,0,0,1
786,53871,667199,5,0,0,1,0,1,0,0
787,14116,516499,4,0,0,1,0,1,0,0
788,57052,445499,7,0,0,1,1,0,0,1
789,42699,410799,8,0,0,1,1,0,0,1
790,9754,424999,5,0,0,1,0,0,0,1
791,24905,466599,3,0,0,1,0,0,0,1
792,47294,421399,8,0,0,1,1,0,0,1
793,75304,445499,4,0,0,1,0,0,0,1
794,58374,1980499,5,0,0,0,1,0,0,0
795,20909,1861799,3,1,0,0,0,0,0,1
796,80130,252199,12,0,0,1,0,0,0,1
797,58315,411499,11,0,0,1,0,0,0,1
798,3702,1323299,2,0,0,1,0,0,0,0
799,21844,435799,6,0,0,1,1,0,0,1
800,104409,251599,12,0,0,1,1,0,0,1
801,36619,411399,7,0,0,1,0,0,0,1
802,42516,595499,6,0,0,1,1,0,0,1
803,16977,385299,6,0,0,1,0,0,0,1
804,33458,473799,9,0,0,1,0,0,0,0
805,50033,388199,8,0,0,1,0,0,0,1
806,16222,547499,5,0,0,1,0,0,0,1
807,64137,510999,6,0,0,1,1,0,0,1
808,19389,523299,5,0,0,1,0,0,0,1
809,14825,496999,5,0,0,1,1,0,0,1
810,28397,1204599,3,0,0,1,1,0,0,0
811,38078,300199,5,0,0,1,0,1,0,1
812,89104,414499,12,0,0,1,0,0,0,1
813,41936,514199,5,0,0,1,1,0,0,1
814,76006,737599,6,0,0,1,0,0,0,0
815,13696,1058499,4,0,0,1,0,0,0,1
816,46716,266099,9,0,0,1,1,0,0,1
817,52602,1103999,3,0,0,0,0,0,0,1
818,33402,547099,6,0,0,1,0,0,0,0
819,20465,469899,5,0,0,1,0,0,0,0
820,40948,581899,5,0,0,1,0,0,0,1
821,60290,1214499,3,0,0,1,0,0,0,1
822,33735,873399,5,0,0,1,0,0,0,1
823,62706,432499,8,0,0,1,0,0,0,1
824,28575,432599,6,0,0,1,0,0,0,1
825,18796,804399,4,0,0,1,0,0,0,1
826,30625,528299,7,0,0,1,0,0,0,1
827,46350,894899,3,0,0,1,0,0,0,1
828,45622,493499,8,0,0,1,0,0,0,1
829,14298,1130599,1,0,0,1,0,0,0,1
830,13956,714499,3,0,0,1,1,0,0,1
831,42562,427799,7,0,0,1,1,0,0,1
832,151697,386699,8,0,0,1,0,0,0,0
833,44701,515599,7,0,0,1,1,0,0,1
834,36059,544499,6,0,0,1,0,0,0,1
835,27053,506299,7,0,0,1,0,0,0,1
836,58464,358799,6,0,0,1,0,0,0,1
837,37204,335699,6,0,0,1,0,0,0,1
838,149311,591099,7,0,0,1,0,0,0,1
839,31555,410999,8,0,0,1,0,0,1,1
840,20420,625599,6,0,0,1,0,0,0,1
841,54775,311699,8,0,0,1,0,1,0,1
842,56780,472799,8,0,0,1,0,0,0,1
843,32999,316799,6,0,0,1,0,0,0,1
844,21429,908799,5,0,0,1,0,0,0,0
845,93074,507999,7,0,0,1,1,0,0,1
846,53628,349299,10,0,0,1,0,0,0,1
847,42888,498999,9,0,0,1,0,0,0,1
848,20265,1923099,2,1,0,0,0,0,0,0
849,45873,625599,6,0,0,1,1,0,0,1
850,69085,769599,5,0,0,0,0,0,0,0
851,67054,691799,4,0,0,1,0,0,0,1
852,41966,399399,8,0,0,1,0,1,0,1
853,49833,491899,7,0,0,1,0,0,0,1
854,61558,583299,7,0,0,1,0,0,0,1
855,66077,333399,8,0,0,1,1,0,0,1
856,9227,484599,3,0,0,1,0,0,0,1
857,48843,493499,8,0,0,1,0,0,0,1
858,102825,544399,5,0,0,1,0,0,0,1
859,31126,658999,5,0,0,1,0,0,0,1
860,12831,480999,3,0,0,1,0,0,0,1
861,81614,355199,10,0,0,1,0,0,0,1
862,58449,400699,8,0,0,1,0,0,0,1
863,55458,556699,4,0,0,1,1,0,0,1
864,21214,456299,4,0,0,1,0,0,0,1
865,29034,448299,4,0,0,1,0,0,0,1
866,73825,1665399,4,0,0,0,1,0,0,0
867,28255,503499,3,0,0,1,0,0,0,1
868,20017,582299,3,0,0,1,0,0,0,1
869,47292,244999,13,0,0,1,1,0,0,1
870,68882,277399,7,0,0,1,1,0,0,1
871,20745,599999,3,0,0,1,1,0,0,1
872,3210,1068099,2,0,0,1,0,0,0,0
873,25164,1366099,2,0,0,0,0,0,0,0
874,46558,208499,14,0,0,1,1,0,0,1
875,6179,1543999,1,0,0,0,0,0,0,1
876,12115,1784699,2,0,0,0,0,0,0,1
877,20439,403899,7,0,0,1,1,0,0,1
878,103737,359799,14,0,0,1,0,1,0,1
879,40020,511399,9,0,0,1,1,0,0,1
880,2927,1077199,2,1,0,1,0,0,0,1
881,44793,961899,3,0,0,0,0,0,0,1
882,50569,366199,10,0,0,1,0,1,0,1
883,44061,853699,5,0,0,1,0,0,0,0
884,77654,694599,8,0,0,0,0,0,0,1
885,82792,511699,8,0,0,1,1,0,0,1
886,30154,590599,9,0,0,1,1,0,0,1
887,7344,1014799,1,0,0,1,0,0,0,0
888,18078,1177999,3,0,0,0,0,0,0,1
889,67892,652699,6,0,0,1,1,0,0,1
890,14171,1250599,2,0,0,1,0,0,0,0
891,49454,397299,9,0,0,1,1,0,0,0
892,29899,1793499,3,0,0,0,0,0,0,1
893,47240,526599,8,0,0,0,0,1,0,1
894,66715,531199,4,0,0,0,0,0,0,1
895,17925,505999,6,0,0,1,0,0,0,1
896,86232,384699,8,0,0,1,0,0,0,1
897,18906,658399,2,0,0,1,0,0,0,1
898,38094,249199,10,0,0,1,0,1,0,1
899,62844,704499,7,0,0,1,0,0,0,1
900,13702,269199,6,0,0,1,1,0,0,0
901,34363,636099,3,0,0,1,0,0,0,1
902,96948,853099,5,0,0,0,0,0,0,1
903,59680,872599,4,0,0,0,0,0,0,0
904,130718,468499,10,0,0,0,0,0,0,1
905,34036,337999,6,0,0,1,1,0,0,1
906,22029,507499,5,0,0,1,0,0,0,1
907,22475,1228299,5,0,0,0,0,1,0,0
908,71941,649399,6,0,0,1,0,0,0,1
909,76801,807899,6,0,0,1,1,0,0,0
910,23763,689599,3,0,0,1,1,0,0,1
911,83991,384799,11,0,0,1,1,0,0,1
912,68473,560099,10,0,0,1,0,0,0,1
913,9939,851499,2,0,0,1,0,0,0,1
914,32322,1121999,3,0,0,1,0,0,0,1
915,32714,673199,7,0,0,1,0,0,0,1
916,89706,441599,10,0,0,1,0,0,0,1
917,61078,1214099,5,0,0,0,1,0,0,1
918,75378,881799,8,0,0,0,0,0,0,1
919,47593,1298399,3,0,0,0,0,0,0,1
920,49634,567399,9,0,0,1,1,0,0,1
921,77748,474399,8,0,0,1,1,0,0,1
922,55277,525699,10,0,0,1,0,1,0,1
923,23625,415999,6,0,0,1,0,0,0,1
924,99426,1396499,6,1,0,1,1,0,0,0
925,21739,335499,6,0,0,1,0,1,0,1
926,11731,561899,4,0,0,1,1,0,0,0
927,15196,551299,4,0,0,1,1,0,0,0
928,12731,680999,3,0,0,1,0,0,0,1
929,14463,1114299,2,0,0,1,0,0,0,1
930,34445,716999,4,0,0,1,0,0,0,0
931,25881,486399,8,0,0,1,0,0,0,1
932,13862,396099,3,0,0,1,1,0,0,1
933,28391,780799,6,0,0,1,0,0,0,1
934,32070,481999,5,0,0,1,0,0,0,0
935,24378,471999,6,0,0,1,0,1,0,0
936,23457,599799,6,0,0,1,1,0,0,1
937,52728,1255399,5,0,0,0,0,0,0,1
938,48494,510999,9,0,0,1,0,0,0,0
939,25143,296299,6,0,0,1,0,0,0,0
940,26341,516799,5,0,0,1,0,1,0,1
941,6851,576799,4,0,0,1,0,0,0,1
942,19613,658699,6,0,0,1,0,0,0,1
943,22914,693999,6,0,0,1,1,0,0,1
944,44373,467099,8,0,0,1,1,0,0,1
945,21458,1178399,3,0,0,1,0,0,0,0
946,9782,595699,3,0,0,1,1,0,0,0
947,32939,573399,7,0,0,1,0,0,0,1
948,10258,1907999,3,1,0,0,0,0,0,1
949,97516,591399,6,0,0,1,0,0,0,1
950,93648,1452299,5,0,0,0,0,0,0,0
951,67912,1350499,4,0,0,0,0,0,0,1
952,16256,727899,6,0,0,1,0,0,0,1
953,77196,445199,6,0,0,1,0,1,0,0
954,35193,714499,5,0,0,1,0,0,0,0
955,51791,442799,8,0,0,1,1,0,0,0
956,43388,508699,6,0,0,1,0,0,0,1
957,31704,472799,5,0,0,1,1,0,0,0
958,23360,593699,4,0,0,1,0,0,0,1
959,29343,472699,5,0,0,1,1,0,0,1
960,69295,515599,5,0,0,1,1,0,0,1
961,60696,363799,9,0,0,1,1,0,0,1
962,35387,686199,6,0,0,1,0,0,0,1
963,17850,672799,4,0,0,1,0,0,0,1
964,19669,1189599,4,0,0,1,1,0,0,1
965,50343,290799,11,0,0,1,0,0,0,1
966,49655,741799,6,0,0,1,0,0,0,1
967,28693,674599,6,0,0,1,1,0,0,1
968,40344,800499,7,0,0,1,0,0,0,1
969,58724,535899,5,0,0,1,0,0,0,1
970,61156,454599,4,0,0,1,1,0,0,1
971,65391,430699,6,0,0,1,0,0,0,1
972,62316,669199,6,0,0,1,0,0,0,1
973,21790,474199,4,0,0,1,1,0,0,0
974,56725,461399,6,0,0,1,0,0,0,1
975,21789,1022699,2,0,0,1,0,0,0,0
976,28777,976099,3,0,0,1,0,0,0,1
977,4682,791899,3,0,0,1,0,0,0,0
978,5423,1140699,1,0,0,1,0,0,0,1
979,24316,771399,4,0,0,1,0,0,0,1
980,37791,663399,4,0,0,1,0,0,0,1
981,84257,414399,7,0,0,1,0,0,0,0
982,40687,444799,4,0,0,1,1,0,0,0
983,28177,947599,4,0,0,0,0,0,0,1
984,31225,589099,5,0,0,1,0,1,0,1
985,28074,495199,8,0,0,1,0,0,0,1
986,59865,302399,11,0,0,1,0,0,0,1
987,32760,747599,5,0,0,1,0,0,0,0
988,81527,566199,7,0,0,1,0,0,0,0
989,39323,315999,5,0,0,1,1,0,0,1
990,44580,670099,6,0,0,1,1,0,0,1
991,72706,508699,6,0,0,1,1,0,0,1
992,46539,834499,5,0,0,1,1,0,0,1
993,8331,565499,4,0,0,1,0,0,0,1
994,26721,674599,4,0,0,1,1,0,0,1
995,84534,1346099,5,0,0,0,0,0,0,0
996,75937,573199,6,0,0,1,1,0,0,1
997,19876,544199,5,0,0,1,0,0,0,1
998,30381,493499,8,0,0,1,0,0,0,1
999,19659,614399,5,0,0,1,0,0,0,1
1000,31020,740999,5,0,0,1,0,0,0,1
1001,27651,771399,4,0,0,1,1,0,0,1
1002,54182,304099,7,0,0,1,0,0,0,1
1003,27229,637599,2,0,0,1,0,0,0,1
1004,20352,640399,2,0,0,1,0,0,0,0
1005,35352,501599,6,0,0,1,1,0,0,1
1006,58292,661899,7,0,0,1,0,0,0,1
1007,40081,967299,4,0,0,0,1,0,0,0
1008,44796,600499,5,0,0,1,1,0,0,1
1009,6057,950999,4,0,0,1,0,0,0,1
1010,75118,569799,6,0,0,1,0,0,0,1
1011,9351,717399,4,0,0,1,0,0,0,1
1012,12518,505199,6,0,0,1,1,0,0,1
1013,30842,900699,3,0,0,1,0,0,0,1
1014,57431,853599,5,0,0,0,0,0,0,1
1015,48066,434499,6,0,0,1,0,0,0,1
1016,63580,302099,10,0,0,1,0,0,0,1
1017,167730,346499,8,0,0,1,0,0,0,1
1018,20631,497199,7,0,0,1,1,0,0,1
1019,27828,315999,5,0,0,1,0,1,0,1
1020,63216,323599,7,0,0,1,0,0,0,1
1021,23413,496199,7,0,0,1,1,0,0,1
1022,56780,637499,6,0,0,1,0,1,0,1
1023,43353,755099,6,0,0,1,1,0,0,0
1024,41252,385799,4,0,0,1,1,0,0,1
1025,30161,349599,8,0,0,1,1,0,0,1
1026,35949,708299,4,0,0,1,0,0,0,1
1027,21758,895299,5,0,0,1,0,0,0,1
1028,44982,476699,8,0,0,1,0,0,0,1
1029,34071,520499,7,0,0,1,0,0,0,1
1030,12657,623199,7,0,0,1,1,0,0,1
1031,22899,697099,4,0,0,1,1,0,0,1
1032,1073,510099,1,0,0,1,0,0,0,1
1033,29235,333699,5,0,0,1,0,0,0,1
1034,19532,522099,3,0,0,1,0,0,0,1
1035,38756,445299,6,0,0,1,1,0,0,1
1036,90192,612499,5,0,0,1,0,0,0,1
1037,30170,676799,4,0,0,1,1,0,0,1
1038,31187,419699,6,0,0,1,0,0,0,1
1039,21535,414899,6,0,0,1,1,0,0,0
1040,53732,470799,8,0,0,1,0,0,0,1
1041,64010,1113599,5,0,0,0,0,0,0,1
1042,55122,309099,10,0,0,1,0,0,0,1
1043,29328,539099,6,0,0,1,0,0,0,1
1044,39231,638999,5,0,0,1,1,0,0,1
1045,41287,697099,4,0,0,1,0,0,0,1
1046,59043,635599,6,0,0,1,1,0,0,1
1047,5937,1462399,1,0,0,1,0,0,0,1
1048,147197,650199,6,0,0,0,1,0,0,1
1049,48418,356599,6,0,0,1,0,0,0,1
1050,44961,387999,9,0,0,1,0,0,0,1
1051,41590,517699,7,0,0,1,0,0,0,1
1052,37149,510499,7,0,0,1,1,0,0,1
1053,5967,466299,4,0,0,1,0,0,0,0
1054,103993,310199,10,0,0,0,1,0,0,1
1055,71937,657899,4,0,0,1,0,0,0,1
1056,27506,393399,6,0,0,1,0,1,0,0
1057,38278,414599,6,0,0,1,1,0,0,1
1058,61184,486199,7,0,0,1,0,0,0,1
1059,74625,372299,6,0,0,1,1,0,0,1
1060,72744,544499,6,0,0,1,0,0,0,1
1061,34922,658999,5,0,0,1,1,0,0,1
1062,21706,421699,7,0,0,1,0,0,0,1
1063,27380,372999,6,0,0,1,0,0,0,1
1064,34568,535399,5,0,0,1,1,0,0,1
1065,60859,354199,8,0,0,1,0,0,0,1
1066,22694,345399,7,0,0,1,1,0,0,1
1067,13483,499399,4,0,0,1,0,0,0,1
1068,35833,488199,4,0,0,1,0,1,0,1
1069,39595,408299,6,0,0,1,1,0,0,0
1070,31238,449899,7,0,0,1,0,0,0,1
1071,30889,516799,4,0,0,1,0,0,0,1
1072,15226,373399,3,0,0,1,1,0,0,1
1073,49166,332799,8,0,0,1,0,0,0,1
1074,39815,502599,2,0,0,1,0,0,0,1
1075,30122,348399,5,0,0,1,1,0,0,1
1076,49896,360399,5,0,0,1,0,0,0,1
1077,10885,423599,4,0,0,1,0,0,0,1
1078,50444,433399,7,0,0,1,0,0,0,1
1079,32381,424799,4,0,0,1,0,0,0,1
1080,47077,428999,8,0,0,1,0,0,0,1
1081,59673,887399,4,0,0,1,0,0,0,0
1082,8240,433399,2,0,0,1,0,0,0,1
1083,20218,400099,5,0,0,1,1,0,0,1
1084,51555,393899,8,0,0,1,1,0,0,1
1085,15138,458799,5,0,0,1,0,0,0,0
1086,38092,435199,4,0,0,1,0,0,0,1
1087,47744,408199,9,0,0,1,0,0,0,1
1088,35560,349499,5,0,0,1,1,0,0,1
1089,44771,422399,8,0,0,1,1,0,0,1
1090,9025,509199,3,0,0,1,0,0,0,0
1091,8673,428799,4,0,0,1,1,0,0,1
1092,37967,422499,3,0,0,1,0,0,0,1
1093,70052,409999,7,0,0,1,1,0,0,1
1094,44090,333699,5,0,0,1,0,0,0,1
1095,30178,412199,4,0,0,1,0,0,0,1
1096,37065,323199,4,0,0,1,1,0,0,1
1097,42804,345899,5,0,0,1,0,0,0,1
1098,22085,473999,3,0,0,1,1,0,0,1
1099,12428,419799,2,0,0,1,0,0,0,1
1100,8062,460199,1,0,0,1,1,0,0,1
1101,8920,485999,3,0,0,1,0,0,0,1
1102,21723,418699,4,0,0,1,0,0,0,1
1103,64587,226499,13,0,0,1,1,0,0,1
1104,20572,639299,4,0,0,1,1,0,0,1
1105,32730,469099,6,0,0,1,1,0,0,1
1106,7238,708799,3,0,0,1,0,0,0,1
1107,9555,788599,1,0,0,1,1,0,0,0
1108,4798,789899,1,0,0,1,0,0,0,0
1109,20731,846599,2,0,0,1,0,0,0,1
1110,63251,338199,8,0,0,1,0,0,0,1
1111,33754,718299,6,0,0,1,0,0,0,1
1112,25255,610499,5,0,0,1,0,0,0,1
1113,7652,488299,2,0,0,1,0,0,0,1
1114,4352,504299,1,0,0,1,0,0,0,1
1115,69230,484899,6,0,0,1,0,0,0,1
1116,24834,1019699,3,0,0,1,0,0,0,1
1117,29838,762199,2,0,0,1,0,0,0,1
1118,8600,881199,2,0,0,1,0,0,0,1
1119,32442,386299,8,0,0,1,0,0,0,1
1120,32429,731899,3,0,0,1,0,0,0,0
1121,20618,493299,3,0,0,1,0,0,0,0
1122,11812,850099,5,0,0,1,0,0,0,1
1123,14656,848899,1,0,0,1,0,0,0,1
1124,14365,562199,4,0,0,1,0,0,0,1
1125,54157,589299,3,0,0,1,0,0,0,1
1126,19953,562099,5,0,0,1,0,0,0,1
1127,7573,936499,1,0,0,1,0,0,0,1
1128,10732,688299,2,0,0,1,0,0,0,1
1129,87566,414099,8,0,0,0,1,0,0,1
1130,43569,324999,10,0,0,1,0,0,0,1
1131,23338,574899,5,0,0,1,0,0,0,1
1132,32620,565699,6,0,0,1,0,0,0,1
1133,15526,970599,3,0,0,1,0,0,0,1
1134,75846,580599,5,0,0,0,0,0,0,1
1135,20417,1371399,2,0,0,1,0,0,0,0
1136,25112,690099,6,0,0,1,0,0,0,1
1137,14372,671299,5,0,0,1,0,0,0,0
1138,34714,425599,8,0,0,1,1,0,0,1
