Sl_No,Transmission_Type,Ownership,Fuel_Used,km_driven,Ex_Showroom_Price,On_road_Price,selling_price,Place_of_Origin,Complete_Info,Age,MRP
2370,""" Manual""",""" 1st Owner""", Petrol,126215,NULL,587000.0,426199, Kolkata, 2015 Maruti Swift Dzire VXI 1.2 BS IV Manual,7,587000.0
2371,""" Manual""",""" 1st Owner""", Petrol,30562,NULL,650000.0,343899, Kolkata, 2014 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,8,650000.0
2372,""" Manual""",""" 1st Owner""", Petrol,42499,NULL,396000.0,238899, Kolkata, 2015 Maruti Alto 800 LXI Manual,7,396000.0
2373,""" Manual""",""" 1st Owner""", Petrol,34809,NULL,702059.0,648499, Kolkata, 2018 Maruti Dzire ZXI Manual,4,702059.0
2374,""" Manual""",""" 1st Owner""", Petrol,25341,NULL,599000.0,652099, Kolkata, 2018 Maruti Dzire VXI Manual,4,599000.0
2375,""" Manual""",""" 1st Owner""", Petrol,54158,NULL,1071000.0,773399, Kolkata, 2018 Ford Ecosport 1.5 TITANIUM TI VCT Manual,4,1071000.0
2376,""" Manual""",""" 1st Owner""", Petrol,50708,NULL,650000.0,312899, Kolkata, 2013 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,9,650000.0
2377,""" Manual""",""" 1st Owner""", Petrol,42189,NULL,612000.0,370999, Kolkata, 2014 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,8,612000.0
2378,""" Manual""",""" 1st Owner""", Petrol,51677,600000.0,NULL,565199, Kolkata, 2018 Hyundai Elite i20 Magna Executive 1.2 Manual,4,720000.0
2379,""" Manual""",""" 1st Owner""", Petrol,88902,NULL,617000.0,395199, Kolkata, 2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,8,617000.0
2380,""" Manual""",""" 1st Owner""", Petrol,9892,NULL,433000.0,433099, Kolkata, 2020 Maruti S PRESSO VXI Manual,2,433000.0
2381,""" Manual""",""" 1st Owner""", Petrol,12154,NULL,345000.0,297399, Kolkata, 2019 Maruti Alto 800 LXI Manual,3,345000.0
2382,""" Manual""",""" 1st Owner""", Petrol,14107,600000.0,NULL,480999, Kolkata, 2018 Hyundai Xcent E PLUS Manual,4,720000.0
2383,""" Manual""",""" 1st Owner""", Diesel,58446,753000.0,NULL,397599, Kolkata, 2013 Ford Ecosport 1.5 AMBIENTE TDCI Manual,9,903600.0
2384,""" Manual""",""" 1st Owner""", Petrol,71674,553000.0,NULL,360799, Kolkata, 2014 Hyundai Xcent S 1.2 Manual,8,663600.0
2385,""" Manual""",""" 1st Owner""", Petrol,26466,NULL,437000.0,379099, Kolkata, 2018 Maruti Wagon R 1.0 VXI Manual,4,437000.0
2386,""" Manual""",""" 1st Owner""", Petrol,50298,NULL,437000.0,349699, Kolkata, 2016 Maruti Wagon R 1.0 VXI Manual,6,437000.0
2387,""" Manual""",""" 1st Owner""", Petrol,42117,552000.0,NULL,525799, Kolkata, 2019 Hyundai NEW SANTRO ASTA 1.1 MT Manual,3,662400.0
2388,""" Manual""",""" 1st Owner""", Petrol,5054,NULL,326000.0,325299, Kolkata, 2019 Maruti Alto 800 VXI Manual,3,326000.0
2389,""" Manual""",""" 1st Owner""", Petrol,50989,NULL,599000.0,556299, Kolkata, 2017 Maruti Dzire VXI Manual,5,599000.0
2390,""" Manual""",""" 1st Owner""", Petrol,33312,NULL,385000.0,317599, Kolkata, 2014 Maruti Wagon R 1.0 VXI Manual,8,385000.0
2391,""" Manual""",""" 1st Owner""", Petrol,32523,NULL,437000.0,405799, Kolkata, 2018 Maruti Wagon R 1.0 VXI Manual,4,437000.0
2392,""" Manual""",""" 1st Owner""", Petrol,82065,NULL,437000.0,340099, Kolkata, 2016 Maruti Wagon R 1.0 VXI Manual,6,437000.0
2393,""" Manual""",""" 1st Owner""", Diesel,138721,799000.0,799000.0,434399, Kolkata, 2014 Ford Ecosport 1.5TITANIUM TDCI Manual,8,799000.0
2394,""" Manual""",""" 1st Owner""", Petrol,28366,NULL,681000.0,584699, Kolkata, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,681000.0
2395,""" Manual""",""" 1st Owner""", Petrol,18205,NULL,437000.0,365099, Kolkata, 2015 Maruti Wagon R 1.0 VXI Manual,7,437000.0
2396,""" Manual""",""" 1st Owner""", Petrol,81678,NULL,437000.0,365799, Kolkata, 2017 Maruti Wagon R 1.0 VXI PLUS Manual,5,437000.0
2397,""" Manual""",""" 1st Owner""", Petrol,23927,NULL,437000.0,414399, Kolkata, 2018 Maruti Wagon R 1.0 VXI Manual,4,437000.0
2398,""" Manual""",""" 1st Owner""", Petrol,21973,NULL,530000.0,418299, Kolkata, 2019 Maruti S PRESSO VXI PLUS Manual,3,530000.0
2399,""" Manual""",""" 1st Owner""", Petrol,6257,NULL,428000.0,383999, Kolkata, 2020 Maruti Alto VXI Manual,2,428000.0
2400,""" Manual""",""" 1st Owner""", Petrol,5481,NULL,428000.0,341699, Kolkata, 2019 Maruti Alto VXI Manual,3,428000.0
2401,""" Manual""",""" 1st Owner""", Petrol,38370,NULL,733000.0,520599, Kolkata, 2018 Maruti IGNIS ALPHA 1.2 K12 Manual,4,733000.0
2402,""" Manual""",""" 1st Owner""", Petrol,64151,NULL,385000.0,325599, Kolkata, 2014 Maruti Wagon R 1.0 VXI Manual,8,385000.0
2403,""" Manual""",""" 1st Owner""", Petrol,53306,NULL,437000.0,320799, Kolkata, 2015 Maruti Wagon R 1.0 VXI Manual,7,437000.0
2404,""" Manual""",""" 1st Owner""", Petrol,11543,NULL,311000.0,307699, Kolkata, 2018 Maruti Alto 800 LXI Manual,4,311000.0
2405,""" Manual""",""" 1st Owner""", Petrol,58223,NULL,437000.0,324299, Kolkata, 2015 Maruti Wagon R 1.0 VXI Manual,7,437000.0
2406,""" Manual""",""" 1st Owner""", Petrol,65896,NULL,830000.0,525899, Kolkata, 2015 Maruti Baleno ALPHA 1.2 K12 Manual,7,830000.0
2407,""" Manual""",""" 1st Owner""", Petrol,23648,NULL,393000.0,375699, Kolkata, 2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3,393000.0
2408,""" Manual""",""" 1st Owner""", Petrol,30451,NULL,311000.0,305299, Kolkata, 2018 Maruti Alto 800 LXI Manual,4,311000.0
2409,""" Manual""",""" 1st Owner""", Petrol,15101,NULL,428000.0,327599, Kolkata, 2019 Maruti Alto VXI Manual,3,428000.0
2410,""" Manual""",""" 1st Owner""", Petrol,23787,NULL,311000.0,335099, Kolkata, 2018 Maruti Alto 800 LXI Manual,4,311000.0
2411,""" Manual""",""" 1st Owner""", Petrol,11575,NULL,345000.0,337199, Kolkata, 2019 Maruti Alto LXI Manual,3,345000.0
2412,""" Manual""",""" 1st Owner""", Diesel,39391,NULL,1206000.0,1211099, Mumbai, 2019 Mahindra XUV 3OO W8(O) Manual,3,1206000.0
2413,""" Automatic""",""" 1st Owner""", Petrol,11907,NULL,595000.0,666999, Mumbai, 2020 Maruti New  Wagon-R ZXI 1.2L AGS Automatic,2,595000.0
2414,""" Manual""",""" 1st Owner""", Petrol,28651,NULL,587000.0,474299, Mumbai, 2015 Maruti Swift Dzire VXI 1.2 BS IV Manual,7,587000.0
2415,""" Manual""",""" 1st Owner""", Petrol,34587,538000.0,NULL,379199, Mumbai, 2013 Hyundai i20 MAGNA O 1.2 Manual,9,645600.0
2416,""" Manual""",""" 1st Owner""", Petrol,38910,NULL,632000.0,410999, Mumbai, 2012 Hyundai i20 SPORTZ 1.2 VTVT Manual,10,632000.0
2417,""" Automatic""",""" 1st Owner""", Petrol,3678,442000.0,NULL,517599, Mumbai, 2017 Tata Tiago XZA 1.2 REVOTRON Automatic,5,530400.0
2418,""" Automatic""",""" 1st Owner""", Diesel,81316,1002000.0,NULL,729399, Mumbai, 2016 Volkswagen Vento HIGHLINE TDI AT Automatic,6,1202400.0
2419,""" Automatic""",""" 1st Owner""", Petrol,810,NULL,543000.0,595599, Mumbai, 2021 Renault Kwid 1.0 RXT Opt AT Automatic,1,543000.0
2420,""" Manual""",""" 1st Owner""", Petrol,53337,1256000.0,NULL,762199, Mumbai, 2014 Toyota Corolla Altis J S Manual,8,1507200.0
2421,""" Manual""",""" 1st Owner""", Diesel,49744,1676000.0,NULL,1651799, Mumbai, 2019 Tata Harrier XZ 2.0L Kryotec Manual,3,2011200.0
2422,""" Automatic""",""" 1st Owner""", Diesel,37590,2099000.0,NULL,2157799, Mumbai, 2018 Toyota Innova Crysta 2.8 ZX AT 7 STR Automatic,4,2518800.0
2423,""" Manual""",""" 1st Owner""", Petrol,32750,NULL,326000.0,291999, Mumbai, 2016 Maruti Alto 800 VXI Manual,6,326000.0
2424,""" Manual""",""" 1st Owner""", Petrol,22434,1256000.0,NULL,688099, Mumbai, 2014 Toyota Corolla Altis J S Manual,8,1507200.0
2425,""" Manual""",""" 1st Owner""", Petrol,39841,884000.0,NULL,489499, Mumbai, 2014 Volkswagen Vento HIGHLINE PETROL Manual,8,1060800.0
2426,""" Automatic""",""" 1st Owner""", Petrol,30224,891000.0,NULL,701399, Mumbai, 2017 Volkswagen Polo GT TSI 1.2 PETROL AT Automatic,5,1069200.0
2427,""" Automatic""",""" 1st Owner""", Petrol,20699,NULL,624000.0,439899, Mumbai, 2016 Maruti Celerio ZXI OPT AMT Automatic,6,624000.0
2428,""" Automatic""",""" 1st Owner""", Petrol,9836,NULL,481000.0,428799, Mumbai, 2016 Maruti Celerio VXI AMT Automatic,6,481000.0
2429,""" Manual""",""" 1st Owner""", Petrol,5327,NULL,1253000.0,1049599, Mumbai, 2020 Tata NEXON XZ+ OPT PETROL Manual,2,1253000.0
2430,""" Manual""",""" 1st Owner""", Petrol,12618,760000.0,NULL,740099, Mumbai, 2020 Tata TIGOR XZ PLUS 1.2 REVOTRON Manual,2,912000.0
2431,""" Manual""",""" 1st Owner""", Petrol,40495,699000.0,NULL,452099, Mumbai, 2014 Hyundai i20 ASTA 1.2 Manual,8,838800.0
2432,""" Manual""",""" 1st Owner""", Petrol,28281,514000.0,NULL,318899, Mumbai, 2013 Honda Brio 1.2 S MT I VTEC Manual,9,616800.0
2433,""" Automatic""",""" 1st Owner""", Petrol,44697,402000.0,NULL,387099, Mumbai, 2017 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,5,482400.0
2434,""" Automatic""",""" 1st Owner""", Petrol,94384,891000.0,NULL,518299, Mumbai, 2015 Volkswagen Polo GT TSI 1.2 PETROL AT Automatic,7,1069200.0
2435,""" Automatic""",""" 1st Owner""", Petrol,13513,542000.0,NULL,474299, Mumbai, 2019 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,3,650400.0
2436,""" Manual""",""" 1st Owner""", Petrol,11596,593000.0,NULL,642299, Mumbai, 2020 Honda Amaze 1.2 EMT I VTEC Manual,2,711600.0
2437,""" Manual""",""" 1st Owner""", Petrol,30741,NULL,685000.0,548599, Mumbai, 2019 Maruti New  Wagon-R ZXI 1.2 Manual,3,685000.0
2438,""" Manual""",""" 1st Owner""", Petrol,20736,NULL,815000.0,858899, Mumbai, 2020 Tata ALTROZ XZ 1.2 Manual,2,815000.0
2439,""" Manual""",""" 1st Owner""", Petrol,16667,NULL,815000.0,820999, Mumbai, 2020 Tata ALTROZ XZ 1.2 Manual,2,815000.0
2440,""" Manual""",""" 1st Owner""", Petrol,39409,NULL,653000.0,411999, Mumbai, 2013 Honda Amaze 1.2 SMT I VTEC Manual,9,653000.0
2441,""" Manual""",""" 1st Owner""", Petrol,17689,NULL,815000.0,837899, Mumbai, 2020 Tata ALTROZ XZ 1.2 Manual,2,815000.0
2442,""" Manual""",""" 1st Owner""", Diesel,43121,1520000.0,NULL,1206299, Mumbai, 2017 Mahindra XUV500 W8 FWD Manual,5,1824000.0
2443,""" Automatic""",""" 1st Owner""", Petrol,50230,3100000.0,NULL,1441799, Mumbai, 2016 Skoda Superb 1.8 TSI STYLE AT Automatic,6,3720000.0
2444,""" Automatic""",""" 1st Owner""", Petrol,20036,392000.0,NULL,414399, Mumbai, 2018 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,4,470400.0
2445,""" Automatic""",""" 1st Owner""", Petrol,3615,542000.0,NULL,505999, Mumbai, 2019 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,3,650400.0
2446,""" Manual""",""" 1st Owner""", Petrol,24045,NULL,605000.0,513699, Mumbai, 2015 Maruti Swift VXI Manual,7,605000.0
2447,""" Manual""",""" 1st Owner""", Petrol,13708,NULL,1680000.0,1508299, Mumbai, 2020 Hyundai Creta SX PETROL MT Manual,2,1680000.0
2448,""" Automatic""",""" 1st Owner""", Petrol,29775,NULL,481000.0,395699, Mumbai, 2016 Maruti Celerio VXI AMT Automatic,6,481000.0
2449,""" Manual""",""" 1st Owner""", Petrol,10543,NULL,815000.0,804399, Mumbai, 2020 Tata ALTROZ XZ 1.2 Manual,2,815000.0
2450,""" Automatic""",""" 1st Owner""", Petrol,3357,1043000.0,NULL,1420299, Mumbai, 2021 Skoda Rapid STYLE 1.0 AT Automatic,1,1251600.0
2451,""" Manual""",""" 1st Owner""", Petrol,30635,731000.0,NULL,501799, Mumbai, 2016 Volkswagen Ameo HIGHLINE 1.2 Manual,6,877200.0
2452,""" Automatic""",""" 1st Owner""", Diesel,29100,1974000.0,NULL,1683899, Mumbai, 2019 Mahindra XUV500 W11 (O) AT Automatic,3,2368800.0
2453,""" Manual""",""" 1st Owner""", Petrol,33801,NULL,605000.0,529299, Mumbai, 2017 Maruti Swift VXI Manual,5,605000.0
2454,""" Manual""",""" 1st Owner""", Petrol,16583,434000.0,NULL,312899, Mumbai, 2014 Hyundai Eon SPORTZ Manual,8,520800.0
2455,""" Automatic""",""" 1st Owner""", Petrol,11312,847000.0,NULL,1015799, Mumbai, 2021 Honda Amaze 1.2 V CVT I VTEC Automatic,1,1016400.0
2456,""" Manual""",""" 1st Owner""", Petrol,14370,1599000.0,NULL,1567899, Mumbai, 2019 KIA SELTOS GTX+ 1.4 MT Manual,3,1918800.0
2457,""" Manual""",""" 1st Owner""", Petrol,43709,1373000.0,NULL,1312499, Mumbai, 2017 Toyota Innova Crysta 2.7 GX 7 STR MT Manual,5,1647600.0
2458,""" Manual""",""" 1st Owner""", Petrol,20804,730000.0,NULL,582399, Mumbai, 2016 Hyundai Elite i20 ASTA 1.2 Manual,6,876000.0
2459,""" Automatic""",""" 1st Owner""", Petrol,3028,NULL,1379000.0,1333899, Mumbai, 2021 Hyundai VENUE 1.0 TURBO GDI SX+ AT Automatic,1,1379000.0
2460,""" Manual""",""" 1st Owner""", Diesel,134186,NULL,757000.0,461299, Mumbai, 2012 Maruti Swift Dzire VDI BS IV Manual,10,757000.0
2461,""" Automatic""",""" 1st Owner""", Petrol,11207,1729000.0,NULL,1911499, Mumbai, 2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT Automatic,2,2074800.0
2462,""" Automatic""",""" 1st Owner""", Petrol,44439,NULL,481000.0,403899, Mumbai, 2015 Maruti Celerio VXI AMT Automatic,7,481000.0
2463,""" Manual""",""" 1st Owner""", Petrol,32964,699000.0,NULL,502999, Mumbai, 2015 Hyundai Elite i20 ASTA 1.2 Manual,7,838800.0
2464,""" Automatic""",""" 1st Owner""", Diesel,25706,1527000.0,NULL,1962199, Mumbai, 2020 Hyundai Creta 1.6 SX AT CRDI Automatic,2,1832400.0
2465,""" Manual""",""" 1st Owner""", Petrol,32071,779000.0,NULL,567299, Mumbai, 2016 Honda Jazz VX  1.2 Manual,6,934800.0
2466,""" Manual""",""" 1st Owner""", Petrol,65631,560000.0,NULL,563499, Mumbai, 2018 Honda Amaze 1.2 EMT I VTEC Manual,4,672000.0
2467,""" Manual""",""" 1st Owner""", Petrol + CNG,44274,NULL,742000.0,604099, Mumbai, 2019 Hyundai Grand i10 MAGNA CNG Manual,3,742000.0
2468,""" Manual""",""" 1st Owner""", Diesel,52985,NULL,929000.0,690599, Mumbai, 2016 Ford Ecosport 1.5TITANIUM TDCI Manual,6,929000.0
2469,""" Manual""",""" 1st Owner""", Diesel,65377,900000.0,NULL,661899, Mumbai, 2016 Hyundai Elite i20 1.4 CRDI ASTA (O) Manual,6,1080000.0
2470,""" Manual""",""" 1st Owner""", Petrol,54872,NULL,437000.0,364799, Mumbai, 2015 Maruti Wagon R 1.0 VXI Manual,7,437000.0
2471,""" Manual""",""" 1st Owner""", Petrol,6305,NULL,528000.0,534799, Mumbai, 2018 Maruti Celerio ZXI OPT Manual,4,528000.0
2472,""" Manual""",""" 1st Owner""", Petrol,28634,1159000.0,NULL,1278599, Mumbai, 2020 KIA SELTOS HTK PLUS 1.5 PETROL Manual,2,1390800.0
2473,""" Automatic""",""" 1st Owner""", Petrol,12331,1729000.0,NULL,1911499, Mumbai, 2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT Automatic,2,2074800.0
2474,""" Automatic""",""" 1st Owner""", Petrol,31005,NULL,483000.0,351199, Mumbai, 2015 Maruti Wagon R 1.0 VXI AMT Automatic,7,483000.0
2475,""" Automatic""",""" 1st Owner""", Petrol,9179,NULL,1369000.0,1119599, Mumbai, 2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT Automatic,3,1369000.0
2476,""" Manual""",""" 1st Owner""", Diesel,69976,NULL,620000.0,383799, Mumbai, 2012 Maruti Swift VDI Manual,10,620000.0
2477,""" Manual""",""" 1st Owner""", Petrol,85211,1185000.0,NULL,678399, Mumbai, 2016 Honda City VX MT PETROL Manual,6,1422000.0
2478,""" Automatic""",""" 1st Owner""", Petrol,13105,864000.0,NULL,788399, Mumbai, 2019 Honda Amaze 1.2 V CVT I VTEC Automatic,3,1036800.0
2479,""" Manual""",""" 1st Owner""", Petrol,22716,NULL,1194000.0,934099, Mumbai, 2019 Hyundai VENUE 1.0L Turbo GDI SX MT Manual,3,1194000.0
2480,""" Manual""",""" 1st Owner""", Petrol,34633,779000.0,NULL,539399, Mumbai, 2016 Honda Jazz VX  1.2 Manual,6,934800.0
2481,""" Automatic""",""" 1st Owner""", Petrol,19400,1380000.0,NULL,1023599, Mumbai, 2017 Honda City ZX CVT Automatic,5,1656000.0
2482,""" Automatic""",""" 1st Owner""", Petrol,26650,1729000.0,NULL,1911499, Mumbai, 2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT Automatic,2,2074800.0
2483,""" Manual""",""" 1st Owner""", Petrol,25895,620000.0,NULL,537999, Mumbai, 2016 Hyundai Elite i20 MAGNA 1.2 Manual,6,744000.0
2484,""" Manual""",""" 1st Owner""", Petrol,21639,NULL,680000.0,456499, Mumbai, 2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT Manual,6,680000.0
2485,""" Manual""",""" 1st Owner""", Petrol,15692,672000.0,NULL,561499, Mumbai, 2016 Hyundai Elite i20 SPORTZ 1.2 Manual,6,806400.0
2486,""" Manual""",""" 1st Owner""", Petrol,18537,NULL,437000.0,408399, Mumbai, 2016 Maruti Wagon R 1.0 VXI Manual,6,437000.0
2487,""" Manual""",""" 1st Owner""", Petrol,13712,NULL,385000.0,358899, Mumbai, 2014 Maruti Wagon R 1.0 LXI Manual,8,385000.0
2488,""" Manual""",""" 1st Owner""", Petrol,16566,624000.0,NULL,528699, Mumbai, 2015 Honda Jazz 1.2 S MT Manual,7,748800.0
2489,""" Automatic""",""" 1st Owner""", Petrol,25130,1288000.0,NULL,1143799, Mumbai, 2019 Hyundai Verna 1.6 SX VTVT AT (O) Automatic,3,1545600.0
2490,""" Manual""",""" 1st Owner""", Diesel,79569,768000.0,NULL,601099, Mumbai, 2015 Hyundai Elite i20 ASTA 1.4 CRDI Manual,7,921600.0
2491,""" Automatic""",""" 1st Owner""", Petrol,8856,1256000.0,NULL,1171199, Mumbai, 2018 Hyundai Verna 1.6 SX VTVT AT (O) Automatic,4,1507200.0
2492,""" Automatic""",""" 1st Owner""", Petrol,15953,1256000.0,NULL,1149199, Mumbai, 2018 Hyundai Verna 1.6 SX VTVT AT (O) Automatic,4,1507200.0
2493,""" Manual""",""" 1st Owner""", Petrol,58292,NULL,617000.0,401199, Mumbai, 2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,8,617000.0
2494,""" Manual""",""" 1st Owner""", Petrol + CNG,25886,NULL,420000.0,323299, Mumbai, 2014 Maruti Alto K10 LXI CNG Manual,8,420000.0
2495,""" Automatic""",""" 1st Owner""", Petrol,66563,NULL,1106000.0,678599, Mumbai, 2016 Ford Ecosport 1.5 TITANIUM TI VCT AT Automatic,6,1106000.0
2496,""" Manual""",""" 1st Owner""", Petrol,38225,NULL,617000.0,408399, Mumbai, 2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,8,617000.0
2497,""" Automatic""",""" 1st Owner""", Petrol,23437,1465000.0,NULL,1480599, Mumbai, 2021 Honda City ZX CVT Automatic,1,1758000.0
2498,""" Manual""",""" 1st Owner""", Petrol,19415,1037000.0,NULL,757699, Mumbai, 2017 Honda City V MT PETROL Manual,5,1244400.0
2499,""" Automatic""",""" 1st Owner""", Petrol,5746,NULL,482000.0,504299, Mumbai, 2020 Maruti S PRESSO VXI PLUS AGS Automatic,2,482000.0
2500,""" Manual""",""" 1st Owner""", Petrol,41567,679000.0,NULL,474699, Mumbai, 2016 Honda Jazz 1.2 SV MT Manual,6,814800.0
2501,""" Manual""",""" 1st Owner""", Petrol,26508,647000.0,NULL,619599, Mumbai, 2017 Hyundai Elite i20 SPORTZ 1.2 Manual,5,776400.0
2502,""" Manual""",""" 1st Owner""", Diesel,13313,NULL,680000.0,652399, Mumbai, 2017 Hyundai Grand i10 ASTA 1.2 CRDI Manual,5,680000.0
2503,""" Manual""",""" 1st Owner""", Petrol,25031,412000.0,NULL,369299, Mumbai, 2018 Hyundai Eon MAGNA PLUS Manual,4,494400.0
2504,""" Manual""",""" 1st Owner""", Petrol,32503,NULL,773000.0,643099, Mumbai, 2016 Maruti Ciaz VXI OPT Manual,6,773000.0
2505,""" Manual""",""" 1st Owner""", Petrol,25560,647000.0,NULL,588399, Mumbai, 2017 Hyundai Elite i20 SPORTZ 1.2 Manual,5,776400.0
2506,""" Automatic""",""" 1st Owner""", Petrol,20741,1224000.0,NULL,960399, Mumbai, 2017 Hyundai Verna 1.6 SX VTVT AT (O) Automatic,5,1468800.0
2507,""" Manual""",""" 1st Owner""", Petrol,27167,385000.0,NULL,371199, Mumbai, 2018 Hyundai Eon ERA PLUS Manual,4,462000.0
2508,""" Manual""",""" 1st Owner""", Petrol,43278,672000.0,NULL,583799, Mumbai, 2016 Hyundai Elite i20 SPORTZ 1.2 Manual,6,806400.0
2509,""" Manual""",""" 1st Owner""", Petrol,28987,NULL,612000.0,487099, Mumbai, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
2510,""" Manual""",""" 1st Owner""", Petrol,25660,NULL,1040000.0,767599, Mumbai, 2018 Honda WR-V 1.2 i-VTEC VX MT Manual,4,1040000.0
2511,""" Automatic""",""" 1st Owner""", Diesel,57341,1527000.0,NULL,1330799, Mumbai, 2018 Hyundai Creta 1.6 SX AT CRDI Automatic,4,1832400.0
2512,""" Manual""",""" 1st Owner""", Petrol,52222,596000.0,NULL,482399, Mumbai, 2015 Hyundai Elite i20 MAGNA 1.2 Manual,7,715200.0
2513,""" Manual""",""" 1st Owner""", Diesel,49685,NULL,988000.0,969799, Mumbai, 2019 Maruti Vitara Brezza ZDI PLUS Manual,3,988000.0
2514,""" Automatic""",""" 1st Owner""", Petrol,26549,NULL,1369000.0,1079199, Mumbai, 2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT Automatic,3,1369000.0
2515,""" Manual""",""" 1st Owner""", Petrol,21815,NULL,612000.0,465799, Mumbai, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
2516,""" Automatic""",""" 1st Owner""", Petrol,55290,NULL,720000.0,406999, Mumbai, 2013 Hyundai Grand i10 ASTA 1.2 AT VTVT Automatic,9,720000.0
2517,""" Automatic""",""" 1st Owner""", Petrol,53415,855000.0,NULL,691399, Mumbai, 2018 Honda Jazz 1.2 V AT Automatic,4,1026000.0
2518,""" Automatic""",""" 1st Owner""", Petrol,5027,NULL,804000.0,731199, Mumbai, 2019 Maruti Baleno DELTA 1.2 K12 AT Automatic,3,804000.0
2519,""" Manual""",""" 1st Owner""", Petrol,57325,NULL,612000.0,410199, Mumbai, 2014 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,8,612000.0
2520,""" Manual""",""" 1st Owner""", Petrol,35165,701000.0,NULL,653299, Mumbai, 2017 Hyundai Elite i20 ASTA 1.2 Manual,5,841200.0
2521,""" Automatic""",""" 1st Owner""", Petrol,10045,NULL,2380000.0,1680899, Mumbai, 2018 Jeep Compass LIMITED 1.4 AT Automatic,4,2380000.0
2522,""" Manual""",""" 1st Owner""", Petrol,43088,1022000.0,NULL,752499, Mumbai, 2017 Hyundai Verna FLUIDIC 1.6 SX VTVT Manual,5,1226400.0
2523,""" Manual""",""" 1st Owner""", Petrol,60227,1151000.0,NULL,851999, Mumbai, 2015 Hyundai Creta 1.6 SX PLUS PETROL Manual,7,1381200.0
2524,""" Manual""",""" 1st Owner""", Diesel,28090,NULL,2431000.0,1594799, Mumbai, 2018 Jeep Compass 2.0 LIMITED Manual,4,2431000.0
2525,""" Manual""",""" 1st Owner""", Diesel,44471,NULL,815000.0,838699, Mumbai, 2019 Maruti Vitara Brezza VDI Manual,3,815000.0
2526,""" Manual""",""" 1st Owner""", Diesel,78451,NULL,2874000.0,1449599, Mumbai, 2017 Jeep Compass LIMITED (O) 2.0 4*4 Manual,5,2874000.0
2527,""" Manual""",""" 1st Owner""", Petrol,42012,600000.0,NULL,586699, Mumbai, 2018 Hyundai Elite i20 Magna Executive 1.2 Manual,4,720000.0
2528,""" Manual""",""" 1st Owner""", Petrol,25701,1185000.0,NULL,918699, Mumbai, 2017 Honda City VX MT PETROL Manual,5,1422000.0
2529,""" Manual""",""" 1st Owner""", Petrol,24947,600000.0,NULL,547999, Mumbai, 2017 Hyundai Elite i20 Magna Executive 1.2 Manual,5,720000.0
2530,""" Manual""",""" 1st Owner""", Petrol,13333,NULL,428000.0,403599, Mumbai, 2019 Maruti Alto VXI Manual,3,428000.0
2531,""" Manual""",""" 1st Owner""", Diesel,52627,NULL,2146000.0,1229699, Mumbai, 2017 Jeep Compass 2.0 SPORT Manual,5,2146000.0
2532,""" Automatic""",""" 1st Owner""", Petrol,30026,2125000.0,NULL,1669699, Mumbai, 2019 Honda Civic ZX CVT PETROL Automatic,3,2550000.0
2533,""" Automatic""",""" 1st Owner""", Petrol,7380,976000.0,NULL,840799, Mumbai, 2019 Ford Ecosport TREND + 1.5 TI VCT AT Automatic,3,1171200.0
2534,""" Manual""",""" 1st Owner""", Petrol,14577,NULL,428000.0,407899, Mumbai, 2019 Maruti Alto VXI Manual,3,428000.0
2535,""" Manual""",""" 1st Owner""", Diesel,20768,NULL,985000.0,1141599, Mumbai, 2019 Maruti S Cross ZETA SHVS Manual,3,985000.0
2536,""" Manual""",""" 1st Owner""", Petrol,47830,701000.0,NULL,671199, Mumbai, 2017 Hyundai Elite i20 ASTA 1.2 Manual,5,841200.0
2537,""" Manual""",""" 1st Owner""", Petrol,59839,NULL,612000.0,440999, Mumbai, 2016 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,6,612000.0
2538,""" Automatic""",""" 1st Owner""", Petrol,30583,NULL,2530000.0,1757999, Mumbai, 2019 Jeep Compass 1.4 LIMITED PLUS AT Automatic,3,2530000.0
2539,""" Manual""",""" 1st Owner""", Petrol,12709,NULL,394000.0,424199, Mumbai, 2018 Maruti Alto K10 VXI Manual,4,394000.0
