,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
376,Manual,1st Owner,Petrol,20662,348999,Ahmedabad,2020 Maruti Alto LXI Manual,2
377,Manual,2nd Owner,Petrol,22118,323599,Ahmedabad,2019 Maruti Alto 800 LXI Manual,3
378,Manual,1st Owner,Petrol,18274,335699,Ahmedabad,2019 Maruti Alto LXI Manual,3
379,Manual,2nd Owner,Petrol,12815,342599,Ahmedabad,2019 Maruti Alto LXI Manual,3
380,Manual,1st Owner,Petrol,20100,388499,Ahmedabad,2020 Maruti Alto LXI Manual,2
381,Manual,1st Owner,Petrol,21785,393299,Ahmedabad,2021 Maruti Alto LXI Manual,1
382,Manual,1st Owner,Petrol,32224,339599,Ahmedabad,2019 Maruti Alto LXI Manual,3
383,Manual,1st Owner,Petrol,16045,344599,Ahmedabad,2019 Maruti Alto 800 LXI Manual,3
384,Manual,1st Owner,Petrol,21900,379499,Ahmedabad,2021 Maruti Alto LXI Manual,1
385,Manual,1st Owner,Petrol,59384,335999,Ahmedabad,2019 Maruti Alto 800 LXI Manual,3
386,Manual,2nd Owner,Petrol,15024,316899,Ahmedabad,2019 Maruti Alto LXI Manual,3
387,Manual,1st Owner,Petrol,16523,344999,Ahmedabad,2019 Maruti Alto LXI Manual,3
388,Manual,1st Owner,Petrol,97455,303199,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
389,Manual,1st Owner,Petrol,98876,530699,Ahmedabad,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
390,Manual,1st Owner,Petrol,17735,344999,Ahmedabad,2019 Maruti Alto LXI Manual,3
391,Manual,2nd Owner,Petrol,61084,344999,Ahmedabad,2019 Maruti Alto LXI Manual,3
392,Manual,1st Owner,Petrol,21722,339599,Ahmedabad,2019 Maruti Alto 800 LXI Manual,3
393,Manual,1st Owner,Petrol,20088,344999,Ahmedabad,2019 Maruti Alto LXI Manual,3
394,Manual,1st Owner,Petrol,43043,359099,Ahmedabad,2020 Maruti Alto LXI Manual,2
395,Manual,1st Owner,Petrol,27391,391299,Ahmedabad,2021 Maruti Alto LXI Manual,1
396,Manual,1st Owner,Petrol,30051,344999,Ahmedabad,2019 Maruti Alto LXI Manual,3
397,Manual,1st Owner,Petrol,31787,344999,Ahmedabad,2019 Maruti Alto LXI Manual,3
398,Manual,1st Owner,Petrol,12651,694799,Ahmedabad,2019 Maruti Dzire VXI Manual,3
399,Manual,1st Owner,Petrol,42126,310299,Ahmedabad,2018 Maruti Alto 800 VXI Manual,4
400,Manual,1st Owner,Petrol,27160,648799,Ahmedabad,2019 Maruti Baleno DELTA 1.2 K12 Manual,3
