,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
583,Manual,1st Owner,Petrol,108001,379399,Gurgaon,2014 Maruti Swift VXI Manual,8
584,Manual,2nd Owner,Petrol,99646,335899,Gurgaon,2013 Maruti Swift LXI Manual,9
585,Manual,1st Owner,Petrol,17770,920799,Gurgaon,2018 Hyundai Verna 1.6 SX VTVT Manual,4
586,Manual,1st Owner,Petrol,57510,493299,Gurgaon,2016 Maruti Baleno DELTA 1.2 K12 Manual,6
587,Manual,1st Owner,Petrol + CNG,79005,467399,Gurgaon,2019 Maruti Celerio VXI Manual,3
588,Manual,1st Owner,Diesel,49653,665399,Gurgaon,2016 Honda City VX MT DIESEL Manual,6
589,Manual,1st Owner,Petrol,78458,344399,Gurgaon,2012 Hyundai i20 ASTA 1.2 Manual,10
590,Manual,1st Owner,Diesel,23043,1183799,Gurgaon,2018 Mahindra Scorpio S7 120 BHP 2WD Manual,4
591,Manual,2nd Owner,Diesel,45022,907899,Gurgaon,2017 Mahindra Scorpio S4+Intelli Hybrid 2WD Manual,5
592,Manual,1st Owner,Petrol,80447,420799,Gurgaon,2016 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,6
593,Manual,1st Owner,Diesel,27478,1143899,Gurgaon,2017 Mahindra XUV500 W8 FWD Manual,5
594,Automatic,1st Owner,Diesel,197865,1074199,Gurgaon,2013 Toyota Fortuner 3.0 AT 4X2 Automatic,9
595,Manual,1st Owner,Petrol,64101,516799,Gurgaon,2017 Maruti Baleno DELTA 1.2 K12 Manual,5
596,Manual,1st Owner,Diesel,167105,497299,Gurgaon,2014 Mahindra XUV500 W6 4X2 Manual,8
597,Manual,1st Owner,Diesel,115007,313999,Gurgaon,2013 Maruti Swift VDI Manual,9
598,Manual,1st Owner,Diesel,41718,1089299,Gurgaon,2018 Mahindra Scorpio S7 120 BHP 2WD Manual,4
